cvegeo,nearest_hub_state,travel_time_nearest_hub_min
21041,NA,NA
21045,NA,NA
21053,NA,NA
21114,NA,NA
21119,NA,NA
21140,NA,NA
21156,NA,NA
21174,NA,NA
21197,NA,NA
21208,NA,NA
22006,NA,NA
22011,NA,NA
22014,NA,NA
22016,NA,NA
22017,NA,NA
23001,NA,NA
23002,NA,NA
23003,NA,NA
23004,NA,NA
23005,NA,NA
23006,NA,NA
23008,NA,NA
23009,NA,NA
23010,NA,NA
23011,NA,NA
24001,NA,NA
24013,NA,NA
24024,NA,NA
24028,NA,NA
24042,NA,NA
25001,NA,NA
25006,NA,NA
25007,NA,NA
25012,NA,NA
25015,NA,NA
26002,NA,NA
26003,NA,NA
26008,NA,NA
26017,NA,NA
26018,NA,NA
26025,NA,NA
26029,NA,NA
26030,NA,NA
26041,NA,NA
26042,NA,NA
26048,NA,NA
26055,NA,NA
27002,NA,NA
27004,NA,NA
27005,NA,NA
27006,NA,NA
27014,NA,NA
27017,NA,NA
28003,NA,NA
28009,NA,NA
28021,NA,NA
28022,NA,NA
28027,NA,NA
28032,NA,NA
28033,NA,NA
28038,NA,NA
28041,NA,NA
29005,NA,NA
29006,NA,NA
29010,NA,NA
29013,NA,NA
29016,NA,NA
29018,NA,NA
29031,NA,NA
29033,NA,NA
29034,NA,NA
29045,NA,NA
30011,NA,NA
30021,NA,NA
30028,NA,NA
30030,NA,NA
30034,NA,NA
30038,NA,NA
30039,NA,NA
30044,NA,NA
30081,NA,NA
30087,NA,NA
30088,NA,NA
30108,NA,NA
30109,NA,NA
30118,NA,NA
30123,NA,NA
30124,NA,NA
30125,NA,NA
30128,NA,NA
30131,NA,NA
30175,NA,NA
30185,NA,NA
30189,NA,NA
30193,NA,NA
31032,NA,NA
31040,NA,NA
31050,NA,NA
31059,NA,NA
31096,NA,NA
31097,NA,NA
31101,NA,NA
31102,NA,NA
32010,NA,NA
32017,NA,NA
32018,NA,NA
32019,NA,NA
32020,NA,NA
32034,NA,NA
32044,NA,NA
32056,NA,NA
